[ 2017-03-30T11:28:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | INFO: Tag[ route_check ] --START--
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_group WHERE LOAN_GROUPID='2' and LOAN_GROUPSTATUS=1 and LOAN_GROUPDEL=0) thinkphp )  WHERE (numrow>0 AND numrow<=1) [ RunTime:0.000000s ]
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_ROLE') b where table_name='ERP_ROLE' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE  LOAN_ROLECONTROL='Report' and LOAN_ROLEACTION='data' and LOAN_ROLEDISPLAY=0 and LOAN_PARAM is not null ) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE   LOAN_ROLECONTROL='Report' and LOAN_ROLEACTION='data' AND LOAN_ROLEDISPLAY=0 and LOAN_PARAM is null ) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8] Indirect modification of overloaded property ReportAction::$_merge_url_param has no effect ReportAction.class.php 第 215 行.
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8] Indirect modification of overloaded property ReportAction::$_merge_url_param has no effect ReportAction.class.php 第 216 行.
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8] Indirect modification of overloaded property ReportAction::$_merge_url_param has no effect ReportAction.class.php 第 217 行.
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8] Indirect modification of overloaded property ReportAction::$_merge_url_param has no effect ReportAction.class.php 第 218 行.
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | SQL: SELECT COUNT(*) AS COUNT FROM STAT_TLFDATA2  P  WHERE P.CITY_ID='1'  AND P.PSTATUS=3  AND P.STATUS<>2   AND  p_stattime_param.set_param('20170226 ')=0 AND p_endtime_param.set_param('20170325')=0  AND p_status_param.set_param('6')=0 [ RunTime:0.000000s ]
[ 2017-03-30T11:36:41+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | SQL: SELECT * FROM ( SELECT A.*, ROWNUM RN FROM (SELECT * FROM STAT_TLFDATA2  P  WHERE P.CITY_ID='1'  AND P.PSTATUS=3  AND P.STATUS<>2   AND  p_stattime_param.set_param('20170226 ')=0 AND p_endtime_param.set_param('20170325')=0  AND p_status_param.set_param('6')=0   ) A WHERE ROWNUM <= 10 ) WHERE RN >  0 [ RunTime:0.001000s ]
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8] Undefined variable: data_str ReportAction.class.php 第 367 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | INFO: Tag[ view_template ] --START--
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | INFO: Tag[ view_parse ] --START--
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-30T11:36:46+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Report/data | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
